"","Date","Blast.Day.Type","Holiday.Type","Time","City","Latitude","Longitude","Province","Location","Location.Category","Location.Sensitivity","Influencing.Event.Event","Target.Type","Targeted.Sect.if.any","Total.Died.Min","Total.Died.Max","Injured.Min","Injured.Max","No..of.Suicide.Blasts","Temperature.C.","Temperature.F.","Is_Suicide","Is_Drone"
"651","Wednesday, October 06, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Hurmaz village of Mir ali",NA,NA,NA,NA,NA,3,5,NA,NA,NA,19.29,66.722,0,1
"652","Thursday, October 07, 2010",NA,NA,"17:40","North Waziristan",32.9746,70.1455,"FATA","Khaisoori- 40km east of Miranshah",NA,NA,NA,NA,NA,NA,4,2,"3",NA,18.955,66.119,0,1
"653","Friday, October 08, 2010",NA,NA,"17:35","North Waziristan",32.9746,70.1455,"FATA","MiranShah",NA,NA,NA,NA,NA,9,10,NA,NA,NA,18.62,65.516,0,1
"654","Sunday, October 10, 2010",NA,NA,"11:00","North Waziristan",32.9746,70.1455,"FATA","Shewa istrict- spinwan tehsil",NA,NA,NA,NA,NA,6,8,3,"5",NA,17.995,64.391,0,1
"655","Wednesday, October 13, 2010",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","Inzarkas in Datta Khel ",NA,NA,NA,NA,NA,5,11,NA,NA,NA,18.905,66.029,0,1
"656","Friday, October 15, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","machikhel area- near Mirali",NA,NA,NA,NA,NA,3,6,NA,"2",NA,20.49,68.882,0,1
"657","Friday, October 15, 2010",NA,NA,"23:45","North Waziristan",32.9746,70.1455,"FATA","Aziz Khel",NA,NA,NA,NA,NA,3,6,2,"3",NA,20.49,68.882,0,1
"658","Monday, October 18, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Sunzali area of Dattakhel",NA,NA,NA,NA,NA,6,7,1,"5",NA,18.81,65.858,0,1
"659","Wednesday, October 27, 2010",NA,NA,"3:30","North Waziristan",32.9746,70.1455,"FATA","Spinwam. Mir Ali",NA,NA,NA,NA,NA,2,5,NA,"1",NA,13.275,55.895,0,1
"660","Wednesday, October 27, 2010",NA,NA,"14:45","North Waziristan",32.9746,70.1455,"FATA","Degan of datta khel",NA,NA,NA,NA,NA,3,4,NA,NA,NA,13.275,55.895,0,1
"661","Thursday, October 28, 2010",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","MiranShah",NA,NA,NA,NA,NA,5,7,NA,"2",NA,13.355,56.039,0,1
"662","Monday, November 01, 2010",NA,NA,"9:30","North Waziristan",32.9746,70.1455,"FATA","Haider Khel- Mir Ali",NA,NA,NA,NA,NA,5,6,NA,NA,NA,14.045,57.281,0,1
"663","Wednesday, November 03, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Anzer village near miranshah- eso khel village of Mir ali- Poikhel village of datta khel",NA,NA,NA,NA,NA,11,18,1,"4",NA,14.475,58.055,0,1
"664","Sunday, November 07, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Dandi saidgai- miramshah",NA,NA,NA,NA,NA,5,9,NA,NA,NA,13.19,55.742,0,1
"665","Sunday, November 07, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta khel- Miramshah",NA,NA,NA,NA,NA,4,9,NA,NA,NA,13.19,55.742,0,1
"666","Thursday, November 11, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Gulli khel in Ghulam Khan ",NA,NA,NA,NA,NA,6,8,5,"6",NA,12.24,54.032,0,1
"667","Saturday, November 13, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","MiranShah",NA,NA,NA,NA,NA,4,5,NA,NA,NA,9.645,49.361,0,1
"668","Tuesday, November 16, 2010",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","Ghulam Khan ",NA,NA,NA,NA,NA,NA,20,4,"7",NA,9.64,49.352,0,1
"669","Friday, November 19, 2010",NA,NA,"12:00","North Waziristan",32.9746,70.1455,"FATA","Naurak village- 15 km east of Miranshah",NA,NA,NA,NA,NA,3,4,NA,"2",NA,10.02,50.036,0,1
"670","Sunday, November 21, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khadi village",NA,NA,NA,NA,NA,5,9,NA,"4",NA,9.525,49.145,0,1
"671","Monday, November 22, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khewsar Village- Miran shah",NA,NA,NA,NA,NA,4,6,NA,"4",NA,8.435,47.183,0,1
"672","Friday, November 26, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Pir Kelay",NA,NA,NA,NA,NA,3,4,NA,"4",NA,8.01,46.418,0,1
"673","Sunday, November 28, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Hasaan Khel- 30 km east of Miran Shah",NA,NA,NA,NA,NA,3,4,NA,NA,NA,6.815,44.267,0,1
"674","Monday, December 06, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khushali turikhel",NA,NA,NA,NA,NA,5,7,NA,"3",NA,5.08,41.144,0,1
"675","Friday, December 10, 2010",NA,NA,"17:45","North Waziristan",32.9746,70.1455,"FATA","Khadar Khel",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,6.135,43.043,0,1
"676","Tuesday, December 14, 2010",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Spalga village- 15 km south of Miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,7.24,45.032,0,1
"677","Thursday, December 16, 2010",NA,NA,"","Khyber Agency",34.0983,71.1481,"FATA","tirah valley ",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,10.745,51.341,0,1
"678","Friday, December 17, 2010",NA,NA,"","Khyber Agency",34.0983,71.1481,"FATA","tirah valley ",NA,NA,NA,NA,NA,21,50,NA,NA,NA,9.22,48.596,0,1
"679","Monday, December 27, 2010",NA,NA,"10:00","North Waziristan",32.9746,70.1455,"FATA","shera tala/and  Machikhel",NA,NA,NA,NA,NA,18,25,4,"7",NA,3.085,37.553,0,1
"680","Tuesday, December 28, 2010",NA,NA,"10:00","North Waziristan",32.9746,70.1455,"FATA","Ghulam Khan ",NA,NA,NA,NA,NA,5,22,NA,"8",NA,2.635,36.743,0,1
"681","Friday, December 31, 2010",NA,NA,"23:30","North Waziristan",32.9746,70.1455,"FATA","Ghulam Khan ",NA,NA,NA,NA,NA,3,4,NA,"8",NA,4.345,39.821,0,1
"682","Saturday, January 01, 2011",NA,NA,"7:30","North Waziristan",32.9746,70.1455,"FATA","Madi Khel",NA,NA,NA,NA,NA,6,9,NA,"5",NA,4.69,40.442,0,1
"683","Saturday, January 01, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Gharghuski village nera Naurak- in mirali",NA,NA,NA,NA,NA,5,11,2,"8",NA,4.69,40.442,0,1
"684","Saturday, January 01, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Mohammad Khel",NA,NA,NA,NA,NA,4,5,NA,NA,NA,4.69,40.442,0,1
"685","Friday, January 07, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","DattaKhel",NA,NA,NA,NA,NA,4,6,NA,"4",NA,5.225,41.405,0,1
"686","Wednesday, January 12, 2011",NA,NA,"9:30","North Waziristan",32.9746,70.1455,"FATA","Haider Khel- Mir Ali",NA,NA,NA,NA,NA,3,4,NA,"2",NA,5.12,41.216,0,1
"687","Tuesday, January 18, 2011",NA,NA,"23:00","North Waziristan",32.9746,70.1455,"FATA","DattaKhel",NA,NA,NA,NA,NA,4,7,NA,"3",NA,3.15,37.67,0,1
"688","Sunday, January 23, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta khel",NA,NA,NA,NA,NA,3,4,NA,NA,NA,2.275,36.095,0,1
"689","Sunday, January 23, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,2,3,NA,NA,NA,2.275,36.095,0,1
"690","Sunday, January 23, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","mando khel",NA,NA,NA,NA,NA,NA,6,NA,"3",NA,2.275,36.095,0,1
"691","Sunday, February 20, 2011",NA,NA,"2:00","South Waziristan",33.0333,69.9,"FATA","Azam warsak",NA,NA,NA,NA,NA,5,6,NA,NA,NA,1.835,35.303,0,1
"692","Monday, February 21, 2011",NA,NA,"23:15","North Waziristan",32.9746,70.1455,"FATA","Tappi village- Miranshah",NA,NA,NA,NA,NA,5,10,NA,"4",NA,1.79,35.222,0,1
"693","Monday, February 21, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","azamwarsak- west of wana",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,1.475,34.655,0,1
"694","Thursday, February 24, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Danday Darpa Khel- 30km west of miranshah",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,3.325,37.985,0,1
"695","Thursday, February 24, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Data khel",NA,NA,NA,NA,NA,3,5,NA,NA,NA,3.325,37.985,0,1
"696","Tuesday, March 08, 2011",NA,NA,"12:00","South Waziristan",33.0333,69.9,"FATA","Landi Dag area- 7 km south of Wana bazaar",NA,NA,NA,NA,NA,NA,5,NA,"2",NA,4.665,40.397,0,1
"697","Tuesday, March 08, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Ismailkhel village",NA,NA,NA,NA,NA,NA,5,NA,"2",NA,5.21,41.378,0,1
"698","Friday, March 11, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khaisor town- 30km north of Miranshah",NA,NA,NA,NA,NA,NA,3,NA,NA,NA,9.12,48.416,0,1
"699","Friday, March 11, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khaisor town- 30km north of Miranshah",NA,NA,NA,NA,NA,2,3,NA,NA,NA,9.12,48.416,0,1
"700","Sunday, March 13, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Esha check post- spalga village- 15km northwest of Miranshah",NA,NA,NA,NA,NA,4,6,NA,"5",NA,13.235,55.823,0,1
"701","Sunday, March 13, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azamwarsak-Pray kari village",NA,NA,NA,NA,NA,NA,0,NA,"0",NA,13.28,55.904,0,1
"702","Monday, March 14, 2011",NA,NA,"7:30","North Waziristan",32.9746,70.1455,"FATA","Tappi village- miranshah razmak road",NA,NA,NA,NA,NA,3,5,0,"0",NA,15.48,59.864,0,1
"703","Wednesday, March 16, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Amboor shega area in Dattakhel tehsil",NA,NA,NA,NA,NA,5,6,NA,"0",NA,15.56,60.008,0,1
"704","Thursday, March 17, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Nevi Adda Shega area",NA,NA,NA,NA,NA,40,41,8,"15",NA,15.38,59.684,0,1
"705","Wednesday, April 13, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","near Angoor adda",NA,NA,NA,NA,NA,6,7,2,"4",NA,14.78,58.604,0,1
"706","Friday, April 22, 2011",NA,NA,"5:45","North Waziristan",32.9746,70.1455,"FATA","Spinam- mirali tall road- Hassan khel area",NA,NA,NA,NA,NA,23,25,5,"8",NA,17.75,63.95,0,1
"707","Friday, May 06, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Data khel tehsil- Dowatoui area",NA,NA,NA,NA,NA,13,18,NA,"4",NA,19.87,67.766,0,1
"708","Tuesday, May 10, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Angoor Adda",NA,NA,NA,NA,NA,3,5,NA,"7",NA,21.745,71.141,0,1
"709","Thursday, May 12, 2011",NA,NA,"11:00","North Waziristan",32.9746,70.1455,"FATA","Paikhel Mazdok area- Dattakhel Tehsil",NA,NA,NA,NA,NA,NA,8,NA,NA,NA,21.975,71.555,0,1
"710","Friday, May 13, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Kharkamar area- 40km west of miramshsh",NA,NA,NA,NA,NA,3,6,NA,NA,NA,20.5,68.9,0,1
"711","Monday, May 16, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khoshi Torikhel area of Tehsil Mirali",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,24.33,75.794,0,1
"712","Monday, May 16, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Marki Killey area",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,24.33,75.794,0,1
"713","Friday, May 20, 2011",NA,NA,"18:00","North Waziristan",32.9746,70.1455,"FATA","Sarbr area- Razmak miranshah road- near Esha check post",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,24.59,76.262,0,1
"714","Monday, May 23, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","machikhel area- near Mirali",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,23.49,74.282,0,1
"715","Friday, June 03, 2011",NA,NA,"23:45","South Waziristan",33.0333,69.9,"FATA","Ghwakhwa area- 10km west of wana",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,20.72,69.296,0,1
"716","Monday, June 06, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Shalam Raghzai 10 km northwest of wana",NA,NA,NA,NA,NA,7,8,NA,"2",NA,24.755,76.559,0,1
"717","Monday, June 06, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Wach Dana- 12 km northwest of wana",NA,NA,NA,NA,NA,8,10,NA,"3",NA,24.755,76.559,0,1
"718","Monday, June 06, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Dare nishtar in shwal",NA,NA,NA,NA,NA,3,5,NA,NA,NA,24.755,76.559,0,1
"719","Wednesday, June 08, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shwal Tehsil- Zoi narry area",NA,NA,NA,NA,NA,23,24,NA,NA,NA,26.5,79.7,0,1
"720","Wednesday, June 15, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Wana",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,26.5,79.7,0,1
"721","Wednesday, June 15, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Wana",NA,NA,NA,NA,NA,3,4,NA,NA,NA,26.5,79.7,0,1
"722","Wednesday, June 15, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Tappi village- 10 km east of miranshah",NA,NA,NA,NA,NA,4,8,NA,NA,NA,26.675,80.015,0,1
"723","Monday, June 20, 2011",NA,NA,"","Lower Kurram Agency",33.8167,69.9667,"FATA","Khrdand area",NA,NA,NA,NA,NA,11,12,NA,"8",NA,27.95,82.31,0,1
"724","Monday, June 27, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Ghalmandi Panga- Bray Nishtar area near the border with Afghanistan and North Waziristan",NA,NA,NA,NA,NA,3,8,NA,"2",NA,26.975,80.555,0,1
"725","Monday, June 27, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Mantoi area- 40 km north-west of Miranshah- South Waziristan",NA,NA,NA,NA,NA,12,14,NA,NA,NA,26.935,80.483,0,1
"726","Tuesday, July 05, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Guest house in Mirali- about 25 KM east of miranshah",NA,NA,NA,NA,NA,3,4,NA,"5",NA,24.455,76.019,0,1
"727","Monday, July 11, 2011",NA,NA,"2:00","North Waziristan",32.9746,70.1455,"FATA","Gorwaik area of dattakhel town",NA,NA,NA,NA,NA,10,12,NA,"6",NA,25,77,0,1
"728","Tuesday, July 12, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Malik shahi village in Birmal Tehsil",NA,NA,NA,NA,NA,5,13,NA,NA,NA,25.39,77.702,0,1
"729","Tuesday, July 12, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","DreNishter Area- shawal valley",NA,NA,NA,NA,NA,8,16,NA,NA,NA,25.4,77.72,0,1
"730","Tuesday, July 12, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Neway adda village of Dattakhel",NA,NA,NA,NA,NA,1,3,NA,NA,NA,25.4,77.72,0,1
"731","Monday, August 01, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azamwarsak",NA,NA,NA,NA,NA,4,6,NA,NA,NA,24.605,76.289,0,1
"732","Tuesday, August 02, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Qutub Khel village- 5km  east of miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,25.725,78.305,0,1
"733","Wednesday, August 10, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","North western tribal belt along the afghan border",NA,NA,NA,NA,NA,18,21,NA,NA,NA,25.14,77.252,0,1
"734","Tuesday, August 16, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah Market",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,22.96,73.328,0,1
"735","Friday, August 19, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Sheen Warsik in South Waziristan",NA,NA,NA,NA,NA,2,4,NA,NA,NA,22.725,72.905,0,1
"736","Monday, August 22, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Norak area of North Waziristan ",NA,NA,NA,NA,NA,4,5,NA,NA,NA,26.36,79.448,0,1
"737","Monday, August 22, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khaisura village in Mir ali ",NA,NA,NA,NA,NA,NA,6,NA,NA,NA,26.36,79.448,0,1
"738","Sunday, September 11, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","HisoKhel Village",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,24.065,75.317,0,1
"739","Friday, September 23, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Khushali Area- Mir Ali",NA,NA,NA,NA,NA,3,5,NA,"4",NA,18.985,66.173,0,1
"740","Tuesday, September 27, 2011",NA,NA,"22:45","South Waziristan",33.0333,69.9,"FATA","Azam warsak",NA,NA,NA,NA,NA,2,4,NA,"4",NA,21.325,70.385,0,1
"741","Friday, September 30, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Baghar",NA,NA,NA,NA,NA,3,4,NA,NA,NA,19.91,67.838,0,1
"742","Thursday, October 13, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Danda Darpakhel",NA,NA,NA,NA,NA,4,6,NA,"6",NA,14.685,58.433,0,1
"743","Thursday, October 27, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Azam Warsak",NA,NA,NA,NA,NA,4,6,3,"4",NA,13.905,57.029,0,1
"744","Sunday, October 30, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel",NA,NA,NA,NA,NA,4,6,NA,"2",NA,13.77,56.786,0,1
"745","Thursday, November 03, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Darpakhel Sarai",NA,NA,NA,NA,NA,2,3,NA,"3",NA,12.505,54.509,0,1
"746","Tuesday, November 15, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,NA,6,2,"3",NA,12.125,53.825,0,1
"747","Wednesday, November 16, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Babar Ghar- Sararogha",NA,NA,NA,NA,NA,17,22,NA,"6",NA,11.345,52.421,0,1
"748","Thursday, November 17, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal",NA,NA,NA,NA,NA,NA,7,NA,NA,NA,11.97,53.546,0,1
"749","Tuesday, January 10, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0.305,32.549,0,1
"750","Sunday, October 30, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Doga area of Dattakhel- 15 km east of miranshah",NA,NA,NA,NA,NA,4,6,NA,"2",NA,13.77,56.786,0,1
"751","Monday, October 31, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Naurak mirali",NA,NA,NA,NA,NA,2,4,NA,"5",NA,13.95,57.11,0,1
"752","Thursday, November 03, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Darpakhel sarai",NA,NA,NA,NA,NA,NA,3,NA,"5",NA,12.505,54.509,0,1
"753","Tuesday, November 15, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah Bazar",NA,NA,NA,NA,NA,6,7,NA,"4",NA,12.125,53.825,0,1
"754","Wednesday, November 16, 2011",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Baber Ghar area",NA,NA,NA,NA,NA,15,18,NA,NA,NA,11.345,52.421,0,1
"755","Thursday, November 17, 2011",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Ramzak area",NA,NA,NA,NA,NA,6,9,NA,"4",NA,11.97,53.546,0,1
"756","Tuesday, January 10, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,0.305,32.549,0,1
"757","Thursday, January 12, 2012",NA,NA,"19:00","North Waziristan",32.9746,70.1455,"FATA","Dogga village- Datta khel tehsil- 45 km west of miranshah",NA,NA,NA,NA,NA,4,6,NA,"2",NA,2.885,37.193,0,1
"758","Monday, January 23, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Muhammad khel village",NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-3.435,25.817,0,1
"759","Monday, January 23, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Deegan village",NA,NA,NA,NA,NA,2,3,NA,NA,NA,-3.435,25.817,0,1
"760","Wednesday, February 08, 2012",NA,NA,"7:00","North Waziristan",32.9746,70.1455,"FATA","Tappi- 10KM southeast of Miranshah",NA,NA,NA,NA,NA,NA,10,NA,NA,NA,-3.585,25.547,0,1
"761","Thursday, February 09, 2012",NA,NA,"6:30","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,NA,4,NA,NA,NA,-1.61,29.102,0,1
"762","Thursday, February 16, 2012",NA,NA,"6:30","North Waziristan",32.9746,70.1455,"FATA","Spagla Town Near Miranshah",NA,NA,NA,NA,NA,NA,5,NA,NA,NA,-1.67,28.994,0,1
"763","Thursday, February 16, 2012",NA,NA,"6:45","North Waziristan",32.9746,70.1455,"FATA","Spagla Town Near Miranshah",NA,NA,NA,NA,NA,12,15,NA,NA,NA,-1.67,28.994,0,1
"764","Tuesday, March 13, 2012",NA,NA,"7:15","South Waziristan",33.0333,69.9,"FATA","Birmal area of South Waziristan",NA,NA,NA,NA,NA,7,8,NA,"2",NA,3.66,38.588,0,1
"765","Tuesday, March 13, 2012",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Surra Khawra area of Shawal South Waziristan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.66,38.588,0,1
"766","Friday, March 09, 2012",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Mandao area on the boarder od North and South Waziristan",NA,NA,NA,NA,NA,8,13,NA,NA,NA,4.17,39.506,0,1
"767","Friday, March 30, 2012",NA,NA,"3:00","North Waziristan",32.9746,70.1455,"FATA","Market in Miranshah North Waziristan",NA,NA,NA,NA,NA,NA,4,NA,"2",NA,18.035,64.463,0,1
"768","Sunday, April 29, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"Fata","Miranshah",NA,NA,NA,NA,NA,3,4,2,"3",NA,14.565,58.217,0,1
"769","Saturday, May 05, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal area- 70km west of Miranshah",NA,NA,NA,NA,NA,0,10,0,"8",NA,18.455,65.219,0,1
"770","Wednesday, May 23, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,4,5,NA,NA,NA,19.69,67.442,0,1
"771","Thursday, May 24, 2012",NA,NA,"5:30","North Waziristan",32.9746,70.1455,"FATA","Mir Ali",NA,NA,NA,NA,NA,2,10,NA,NA,NA,20.055,68.099,0,1
"772","Saturday, May 26, 2012",NA,NA,"4:00","North Waziristan",32.9746,70.1455,"FATA","Miranshah",NA,NA,NA,NA,NA,3,4,NA,NA,NA,17.54,63.572,0,1
"773","Monday, May 28, 2012",NA,NA,"9:00","North Waziristan",32.9746,70.1455,"FATA","HassoKhel Town- 25km East of Miranshah",NA,NA,NA,NA,NA,5,8,NA,NA,NA,22.44,72.392,0,1
"774","Monday, May 28, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Datta Khel District- 30km West of Miranshah",NA,NA,NA,NA,NA,3,4,NA,NA,NA,22.44,72.392,0,1
"775","Saturday, June 02, 2012",NA,NA,"8:30","South Waziristan",33.0333,69.9,"FATA","Khawashikhel Village- 5km West of Wana",NA,NA,NA,NA,NA,2,3,NA,NA,NA,23.49,74.282,0,1
"776","Sunday, June 03, 2012",NA,NA,"","South Waziristan",33.0333,69.9,"FATA","Wacha Dana- 10km West of Wana",NA,NA,NA,NA,NA,6,11,0,"2",NA,23.795,74.831,0,1
"777","Monday, June 04, 2012",NA,NA,"3:30","North Waziristan",32.9746,70.1455,"FATA","Heshokhel Village- 3km East of Mirali",NA,NA,NA,NA,NA,0,15,0,"5",NA,24.5,76.1,0,1
"778","Wednesday, June 13, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Isha Village- 10km East of Miranshah",NA,NA,NA,NA,NA,3,4,NA,NA,NA,20.78,69.404,0,1
"779","Thursday, June 14, 2012",NA,NA,"3:15","North Waziristan",32.9746,70.1455,"FATA","Miranshah Bazaar",NA,NA,NA,NA,NA,2,4,0,"2",NA,22.495,72.491,0,1
"780","Tuesday, June 26, 2012",NA,NA,"2:00","North Waziristan",32.9746,70.1455,"FATA","Shawal Area- 50km Southwest of Miranshah",NA,NA,NA,NA,NA,0,5,0,"3",NA,23.33,73.994,0,1
"781","Sunday, July 01, 2012",NA,NA,"","North Waziristan",32.9746,70.1455,"FATA","Shawal District- 50km Southwest of Miranshah",NA,NA,NA,NA,NA,0,8,0,"0",NA,25.605,78.089,0,1
"782","Friday, July 06, 2012",NA,NA,"20:45","North Waziristan",32.9746,70.1455,"FATA","Zoi Nari- Tehsil Dattakhel",NA,NA,NA,NA,NA,4,17,2,"3",NA,27.415,81.347,0,1
"783","Friday, July 06, 2012",NA,NA,"22:30","North Waziristan",32.9746,70.1455,"FATA","Zoi Nari- Tehsil Dattakhel",NA,NA,NA,NA,NA,3,18,0,"2",NA,27.415,81.347,0,1
"784","Monday, July 23, 2012",NA,NA,"23:00","North Waziristan",32.9746,70.1455,"FATA","Dray Nashtar Village- 65km West of Miranshah",NA,NA,NA,NA,NA,10,12,0,"0",NA,26.555,79.799,0,1
"785","Sunday, July 29, 2012",NA,NA,"18:30","North Waziristan",32.9746,70.1455,"FATA","Khushali Turkhel Village- 35km East of Miranshah",NA,NA,NA,NA,NA,0,7,0,"0",NA,25.67,78.206,0,1
"786","Saturday, August 18, 2012",NA,NA,"13:30","North Waziristan",32.9746,70.1455,"FATA","Shuwedar Village",NA,NA,NA,NA,NA,6,12,0,"3",NA,25.4,77.72,0,1
"787","Sunday, August 19, 2012",NA,NA,"6:45","North Waziristan",32.9746,70.1455,"FATA","Mana- Shawal Area",NA,NA,NA,NA,NA,4,7,0,"4",NA,25.585,78.053,0,1
