"","�..eventid","iyear","imonth","iday","approxdate","extended","resolution","country","country_txt","region","region_txt","provstate","city","latitude","longitude","specificity","vicinity","location","summary","crit1","crit2","crit3","doubtterr","alternative","alternative_txt","multiple","success","suicide","attacktype1","attacktype1_txt","attacktype2","attacktype2_txt","attacktype3","attacktype3_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","corp1","target1","natlty1","natlty1_txt","targtype2","targtype2_txt","targsubtype2","targsubtype2_txt","corp2","target2","natlty2","natlty2_txt","targtype3","targtype3_txt","targsubtype3","targsubtype3_txt","corp3","target3","natlty3","natlty3_txt","gname","gsubname","gname2","gsubname2","gname3","ingroup","ingroup2","ingroup3","gsubname3","motive","guncertain1","guncertain2","guncertain3","nperps","nperpcap","claimed","claimmode","claimmode_txt","claim2","claimmode2","claimmode2_txt","claim3","claimmode3","claimmode3_txt","compclaim","weaptype1","weaptype1_txt","weapsubtype1","weapsubtype1_txt","weaptype2","weaptype2_txt","weapsubtype2","weapsubtype2_txt","weaptype3","weaptype3_txt","weapsubtype3","weapsubtype3_txt","weaptype4","weaptype4_txt","weapsubtype4","weapsubtype4_txt","weapdetail","nkill","nkillus","nkillter","nwound","nwoundus","nwoundte","property","propextent","propextent_txt","propvalue","propcomment","ishostkid","nhostkid","nhostkidus","nhours","ndays","divert","kidhijcountry","ransom","ransomamt","ransomamtus","ransompaid","ransompaidus","ransomnote","hostkidoutcome","hostkidoutcome_txt","nreleased","addnotes","scite1","scite2","scite3","dbsource","INT_LOG","INT_IDEO","INT_MISC","INT_ANY","related"
"118517",201307040028,2013,7,4,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Boya",32.960327,69.932141,1,0,"The incident took place in North Waziristan agency.","07/04/2013: A suicide bomber detonated an explosives-laden vehicle near a Frontier Corps (FC) checkpost in Boya area, Federally Administered Tribal Areas, Pakistan. Five FC personnel were killed and eight were injured. No group claimed responsibility for the incident.",1,1,0,1,1,"Insurgency/Guerilla Action",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",27,"Military Barracks/Base/Headquarters/Checkpost","Frontier Corps (FC)","Checkpost",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, a source speculates that the attack may have been carried out in retaliation for a United States (US) drone strike that occurred near Miranshah on July 3, 2013, which killed 17 armed operatives, including a Haqqani Network commander.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","An explosive-laden car driven by a suicide bomber was used in the attack.",6,0,1,8,0,0,1,3,"Minor (likely < $1 million)",-99,"The checkpost was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this conflict  across sources. Following GTD protocol, the majority numbers reported were used.","""4 Pakistani soldiers killed in blast,"" CNN, July 4, 2013.","""Suicide attack on FC camp in NWA foiled,"" Plus News Pakistan, July 5, 2013.","""Five security personnel martyred in suicide car blast in NWA,"" Frontier Post, July 5, 2013.","START Primary Collection",-9,-9,0,-9,""
"118642",201307070042,2013,7,7,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.181994,66.957103,1,0,"The incident occurred in Hazara Town of the city.","07/07/2013: A suicide bomber detonated an explosive device near a mosque in Hazara Town in Quetta city, Balochistan province, Pakistan. At least 28 people were killed and 70 others were wounded. Lashkar-e-Jhangvi claimed responsibility for this attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","Shiite Mosque",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Lashkar-e-Jhangvi","","","","",1092,NA,NA,"","",0,NA,NA,1,0,1,4,"E-mail",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",29,0,1,70,0,0,-9,NA,".",NA,"It is unknown if the mosque was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Martyrdom of 30 Muslims in a bomb attack in Quetta, Pakistan,"" Islam Times, July 13, 2013.","","","START Primary Collection",0,0,0,0,""
"118646",201307080002,2013,7,8,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Doaba",33.42503,70.737233,1,0,"The incident took place in Hangu district.","07/08/2013: A suicide bomber detonated an explosives-laden motorcycle near the convoy of a tribal elder in Doaba village, Hangu district, Khyber Pakhtunkhwa province, Pakistan. The target, Malik Habibullah Khan, was not in the vehicle; however, in addition to the bomber, eight people were killed and 10 were injured in the explosion. No group claimed responsibility for the attack.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",68,"Named Civilian","Not Applicable","Elder: Malik Habibullah Khan",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, a police official posits that the assailant was targeting Malik Habibullah Khan because of his support for Pakistan's counter-insurgency efforts.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber riding a motorcycle was used in the attack.",9,0,1,10,0,0,1,3,"Minor (likely < $1 million)",-99,"A civilian vehicle was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""BDS experts among 10 killed in KPK blasts,"" The Nation Pakistan, July 9, 2013.","""10 killed in Khyber twin blasts,"" Oman Tribune, July 9, 2013.","""Bloodshed in Hangu: Eight dead as bomber targets tribal elder,"" The Express Tribune, July 8, 2013.","START Primary Collection",-9,-9,0,-9,""
"118721",201307100002,2013,7,10,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Karachi",24.878611,67.040556,1,0,"The incident occurred in Guru Mandir neighborhood of the city.","07/10/2013: A suicide bomber detonated targeting Bilal Shaikh's convoy in the Gurumandir neighborhood of Karachi city, Sindh province, Pakistan. Shaikh, an office bearer for the Pakistan Peoples' Party (PPP) and the chief of security for the Pakistani president, was killed in the blast, along with at least two aides. No group claimed responsibility for the incident; however, the PPP speculated that Shaikh was targeted for ""participating in the ongoing war against terrorism.""",1,1,1,0,NA,".",0,1,1,1,"Assassination",NA,".",NA,".",22,"Violent Political Party",109,"Party Official/Candidate/Other Personnel","Pakistan People's Party (PPP)","Office Bearer: Bilal Shaikh",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, Pakistan People's Party (PPP) officials posit that the assailants executed the attack in an effort to punish certain political party activists for ""participating in the ongoing war against terrorism.""",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","",4,0,1,NA,0,0,1,3,"Minor (likely < $1 million)",-99,"The victim's vehicle was damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Bomb hits Shi'ite mosque in Pakistan as attacks spread,"" Reuters, July 11, 2013.","""Bomb kills Zardari security chief,"" BBC, July 11, 2013.","""50-year-old bearded man killed Bilal Sheikh, say investigators,"" The News International, July 12, 2013.","START Primary Collection",-9,-9,0,-9,""
"118772",201307110035,2013,7,11,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Chaman",30.919444,66.455833,1,0,"","07/11/2013: A suicide bomber detonated an explosives-laden refrigerator in a pushcart at the Afghan border in Chaman town, Balochistan province, Pakistan. In addition to the bomber, at least two people were killed, including security personnel and civilians. In addition, at least 10 people were injured. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Pakistan Armed Forces","Personnel",153,"Pakistan",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Not Applicable","Civilians",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber pushing an explosive-laden refrigerator on a hand cart was used in the attack.",3,0,1,10,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this incident conflict across sources. Following GTD protocol, the majority estimates are reported here.","""Bomb hits Shi'ite mosque in Pakistan as attacks spread,"" Reuters, July 11, 2013.","""Explosion kills two, wounds eight in Pakistan,"" Agence France Presse -- English, July 11, 2013.","""Suicide attack at Pak-Afghan border kills two, injures 10,"" The Express Tribune, July 11, 2013.","START Primary Collection",-9,-9,0,-9,""
"119159",201307220024,2013,7,22,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Chaman",30.91872,66.455902,1,0,"","07/22/2013: A suicide bomber detonated in Chaman town, Balochistan province, Pakistan. The explosion occurred near a mosque and Federal Investigation Agency building. In addition to the suicide bomber, at least one civilian was killed and at least two others were injured. This was one of three incidents involving explosive devices in Chaman on this day. No group claimed responsibility for the incident.",1,1,1,0,NA,".",1,1,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","Mosque",153,"Pakistan",3,"Police",22,"Police Building (headquarters, station, school)","Federal Investigation Agency (FIA)","Building",153,"Pakistan",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide bomber was used in the attack.",2,0,1,2,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Pakistan: Two killed, eight injured in Chaman blast,"" Right Vision News, July 24, 2013.","""One dead in suicide attack at Chaman,"" Pakistan Press International, July 23, 2013.","""Two killed in   bomb blast   in Chaman,"" The Nation (AsiaNet), July 23, 2013.","START Primary Collection",-9,-9,0,-9,"201307220025, 201307220026"
"119246",201307240003,2013,7,24,"",0,"",153,"Pakistan",6,"South Asia","Sindh","Sukkur",27.705415,68.847513,1,0,"","07/24/2013: Assailants attacked the Inter-Services Intelligence (ISI) agency in Sukkur town, Sindh province, Pakistan. The attack involved suicide bombers who detonated an explosives-laden car, as well as other explosive devices. The assailants also engaged authorities in an exchange of gunfire. At least seven people were killed and at least 38 others were injured in the attack. Ahmed Marwat, spokesperson for the Jundullah faction of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that the attack was in retaliation for the recent killing of Waliur Rehman, a fellow TTP operative, and also for drone strikes in the region.",1,1,1,0,NA,".",0,1,1,3,"Bombing/Explosion",NA,".",NA,".",2,"Government (General)",20,"Intelligence","Inter-Services Intelligence (ISI)","Office",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Jundallah","","","","",20251,NA,NA,"","Ahmed Marwat, spokesperson for the Jundullah faction of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that the attack was in retaliation for the recent killing of Waliur Rehman, a fellow TTP operative, and drone strikes in the region.",0,NA,NA,5,0,1,8,"Personal claim",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",5,"Unknown Gun Type",NA,".",NA,".","",7,0,5,38,0,0,1,3,"Minor (likely < $1 million)",-99,"Several vehicles and buildings were damaged in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack conflict across sources. Following GTD protocol, the lowest estimates are reported here.","""Death toll rises to 9 after Pakistan ISI attack,"" AFP (World Service), July 25, 2013.","""Bombers target Pakistan ISI office, 7 dead,"" AFP (World Service), July 24, 2013.","""TTP Jundullah claims Sukkur blasts responsibility,"" Dunya News, July 25, 2013.","START Primary Collection",1,1,0,1,""
"119274",201307240036,2013,7,24,"",0,"",153,"Pakistan",6,"South Asia","Khyber Pakhtunkhwa","Peshawar",34.004299,71.54483,1,0,"The incident occurred in the Khazana area of the city.","07/24/2013: Two assailants were detained by police officers in Peshawar city, Khyber Pakhtunkhwa province, Pakistan. One assailant, Fazal Shah, was wearing a suicide vest, and the other Zain Shah, was armed with a pistol. It was reported that the intended target was a former Awami National Party (ANP) lawmaker. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,0,1,1,"Assassination",NA,".",NA,".",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Provincial Assembly of Khyber Pakhtunkhwa","Former Member",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","",0,NA,NA,2,2,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",5,"Firearms",2,"Automatic Weapon",NA,".",NA,".",NA,".",NA,".","A suicide vest and a TT-30 7.62 mm semi-automatic pistol were used in the attack.",0,0,0,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Two militants arrested in Peshawar,"" The News International, July 25, 2013.","""Timely vigilance: Police arrest teenage suicide bomber,"" The Express Tribune, July 24, 2013.","","START Primary Collection",-9,-9,0,-9,""
"119335",201307260001,2013,7,26,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Parachinar",33.899273,70.100484,1,0,"","07/26/2013: A suicide bomber detonated an explosives-laden motorbike at Parachinar Bazaar in Parachinar town, Federally Administered Tribal Areas, Pakistan. This was one of two bombings that occurred minutes apart in the market on this day. At least 61 people, including two suicide bombers, were killed and 151 were injured across both blasts. Ansarul Mujahideen claimed responsibility for the incident, stating that the attack was in revenge for violence against Sunnis in Syria and Iraq.",1,1,1,0,NA,".",1,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Unknown","Bazaar",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Mujahideen Ansar","","","","",40105,NA,NA,"","Abu Baseer, spokesperson for the Ansarul Mujahideen sub-group of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that they targeted the Shiite community in order to seek revenge ""for the brutalities on Sunni Muslims in Syria and Iraq.""",0,NA,NA,2,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide motorcycle bomber was used in the attack.",30.5,0,1,75.5,0,0,1,3,"Minor (likely < $1 million)",-99,"Several shops and vehicles were destroyed in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack represent an equal division of the total number killed and/or wounded covering incidents 201307260001, 201307260002, and 201307260003.","""Taliban gain foothold in Peshawar,"" Plus News Pakistan, July 28, 2013.","""Taliban claim responsibility for Parachinar blasts,"" Business Recorder, July 28, 2013.","""Six militants gunned down in northwest Pakistan,"" Jagran Post, July 27, 2013.","START Primary Collection",0,0,0,0,"201307260002"
"119336",201307260002,2013,7,26,"",0,"",153,"Pakistan",6,"South Asia","Federally Administered Tribal Areas","Parachinar",33.899273,70.100484,1,0,"","07/26/2013: A suicide bomber detonated an explosives-laden motorbike at Parachinar Bazaar in Parachinar town, Federally Administered Tribal Areas, Pakistan. This was one of two bombings that occurred minutes apart in the market on this day. At least 61 people, including two suicide bombers, were killed and 151 were injured across both blasts. Ansarul Mujahideen claimed responsibility for the incident, stating that the attack was in revenge for violence against Sunnis in Syria and Iraq.",1,1,1,0,NA,".",1,1,1,3,"Bombing/Explosion",NA,".",NA,".",14,"Private Citizens & Property",74,"Marketplace/Plaza/Square","Unknown","Bazaar",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Mujahideen Ansar","","","","",40105,NA,NA,"","Abu Baseer, spokesperson for the Ansarul Mujahideen sub-group of Tehrik-i-Taliban Pakistan (TTP), claimed responsibility for the incident, stating that they targeted the Shiite community in order to seek revenge ""for the brutalities on Sunni Muslims in Syria and Iraq.""",0,NA,NA,1,0,1,2,"Call (post-incident)",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",15,"Vehicle",NA,".",NA,".",NA,".",NA,".",NA,".",NA,".","A suicide motorcycle bomber was used in the attack.",30.5,0,1,75.5,0,0,1,3,"Minor (likely < $1 million)",-99,"Several shops and vehicles were destroyed in this attack.",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"Casualty numbers for this attack represent an equal division of the total number killed and/or wounded covering incidents 201307260001, 201307260002, and 201307260003.","""Taliban claim responsibility for Parachinar blasts,"" Business Recorder, July 28, 2013.","""Six militants gunned down in northwest Pakistan,"" Jagran Post, July 27, 2013.","""Ansarul Mujahideen claim responsibility of blast 'to kill Shiites' in Parachinar,"" Daily Messenger, July 26, 2013.","START Primary Collection",0,0,0,0,"201307260001"
"119380",201307270016,2013,7,27,"",0,"",153,"Pakistan",6,"South Asia","Balochistan","Quetta",30.182343,66.956899,1,0,"The incident took place in the Hazara Town area.","07/27/2013: A suicide bomber attempted to enter the Hazara Town area in Quetta city, Balochistan province, Pakistan. Residents shot and killed the bomber and officials defused the assailant's explosive jacket. No group claimed responsibility for the incident.",1,1,1,0,NA,".",0,0,1,3,"Bombing/Explosion",NA,".",NA,".",15,"Religious Figures/Institutions",86,"Place of Worship","Unknown","Imambargah",153,"Pakistan",NA,".",NA,".","","",NA,".",NA,".",NA,".","","",NA,".","Unknown","","","","",-9,NA,NA,"","The specific motive is unknown; however, sources speculate that the incident may be part of a larger trend of sectarian violence against Pakistan's minority Hazara-Shiite community.",0,NA,NA,1,0,0,NA,".",NA,NA,".",NA,NA,".",NA,6,"Explosives/Bombs/Dynamite",13,"Suicide (carried bodily by human being)",6,"Explosives/Bombs/Dynamite",7,"Grenade",NA,".",NA,".",NA,".",NA,".","A hand grenade and a suicide bomber wearing a jacket containing eight to ten kilograms of explosive material and ball bearings were used in the attack.",1,0,1,0,0,0,0,NA,".",NA,"",0,NA,NA,NA,NA,"","",NA,NA,NA,NA,NA,"",NA,".",NA,"","""Pakistan: Hazara Town residents shoot alleged suicide bomber to dead in Quetta,"" Right Vision News, July 29, 2013.","""Hazaras shoot dead would-be bomber,"" The Nation (AsiaNet), July 28, 2013.","""Quetta: Suicide bomber shot dead by residents of Hazara Town,"" Frontier Post, July 27, 2013.","START Primary Collection",-9,-9,0,-9,""
